Name,Topics
Sonic branding interview,"00:00 - Introduction
01:22 - What is Sonic Branding?
04:29 - How does it fit into your wider brand?
05:35 - Examples of Sonic Branding
07:47 - Where can you start with Sonic Branding?
09:38 - Promotion by the interviewee"
